RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02
11626,Glendora,California,506,455500,444800,450600,466500,461800,459500,450500,447100,441800,413500,401600,377600,377900,377600,378300,375200,3.72E+05,385700,400900,406200,4.09E+05,406700,402100,405400,393700,392700,384600,407500,403600,390300,388300,4.02E+05,423500,408900,426900,428800,428900,401100,379900,368400,376600,377800,379700,366700,358100,374300,390700,393300,371200,3.45E+05,341300,344400,352900,360100,376700,3.84E+05,396900,408100,429900,4.40E+05,4.24E+05,395500,411500,439800,4.63E+05,459200,455900,458200,447900,451500,480900,491700,479500,453800,451600,459800,473800,467400,467700,457700,463100,478100,486500,4.96E+05,498700,4.99E+05,495700,4.91E+05,4.85E+05,492800,505500,546600,557900,542700,510900,503600,515700,520200,5.18E+05,518800,526800,535500,535400,5.39E+05,565400,566800,561400,5.36E+05,528100,606800,620800,6.39E+05,561300,557100,565300,582200,572700,559300,554800,552900
26431,Peabody,Massachusetts,507,317900,319100,289100,2.80E+05,288500,278200,280200,272100,288200,297500,289100,283500,271600,270900,254100,245100,2.49E+05,262200,268500,2.75E+05,276900,2.84E+05,271500,2.68E+05,261100,274100,2.77E+05,2.81E+05,272900,259900,249500,256200,286900,297400,282200,288300,289400,306400,267800,260500,253400,267300,281100,277300,281300,270800,263500,252900,257700,273500,271300,2.76E+05,2.80E+05,291400,293600,299200,295800,292300,269400,280800,277600,304200,301700,309100,305100,304300,300900,307600,319600,324800,3.24E+05,313200,318200,313500,315400,311100,311600,311400,313500,316300,312900,326500,329100,334700,319200,322400,326200,3.34E+05,335200,335100,343300,339100,347500,335900,342600,3.42E+05,353300,355300,355400,350200,360500,375400,378300,376400,363600,374100,373800,392700,372700,345200,316400,330800,361600,388300,394100,390500,3.87E+05,391200,3.81E+05,
54409,Shoreline,Washington,508,337900,348600,352700,356700,348700,3.50E+05,337900,3.49E+05,343600,337500,333300,307500,313900,298200,316600,315400,321100,323700,321800,324700,3.25E+05,3.26E+05,312200,297500,297200,300900,314200,323500,325300,322100,303100,299300,306900,309400,308100,323500,329200,322200,295800,2.82E+05,273300,263200,255300,268600,263100,267700,255300,248300,239200,2.38E+05,248900,2.69E+05,291800,293100,292300,293300,307400,300100,285700,288400,299200,298300,294900,298400,319400,328800,332300,332500,336100,336300,340800,328900,343600,336600,347600,3.32E+05,3.37E+05,336300,3.42E+05,350200,354500,352900,347900,349700,362400,372300,3.82E+05,383200,383800,384900,389600,397800,401700,408100,410800,418900,418700,433200,431900,440300,438800,440800,437600,433200,429700,437700,447100,459700,481900,495300,517900,523900,531500,539600,550700,563800,556300,544100,537700,550700
45602,Hacienda Heights,California,509,480600,468400,404500,354800,336300,333100,361500,380100,386700,353600,3.34E+05,340100,376400,388800,386100,373400,350900,344100,323400,382300,4.00E+05,414400,366700,362800,392200,411100,411500,399200,411400,415600,414700,4.12E+05,3.98E+05,386600,341300,360600,351800,409900,4.20E+05,4.15E+05,366700,326800,352500,357300,348400,308900,313600,342400,357300,346900,339800,354100,370400,361700,351600,374700,381200,390600,393400,441700,445500,442800,444700,471700,486400,448700,461500,472300,499300,485900,460600,452800,465500,499400,521100,5.00E+05,4.76E+05,493300,490600,5.03E+05,461800,471800,503200,541400,558200,524200,468900,460800,471400,505200,5.23E+05,519300,540800,532700,531300,508600,4.95E+05,499400,492600,499200,502300,528300,508600,494500,493800,507100,519200,550200,602400,606700,568200,548300,543700,567600,560200,617200,630900,609500,592700,628400
6032,Moore,Oklahoma,510,107200,104100,103600,107500,109100,111900,114400,114500,112600,110400,114200,113500,116300,111700,113500,1.11E+05,112400,115300,114100,115300,1.14E+05,117700,119800,1.24E+05,120400,115900,109700,108400,107400,1.06E+05,1.08E+05,111800,1.15E+05,117500,121200,121800,122600,117700,116600,112700,111900,112700,114800,118600,120800,120400,116800,1.14E+05,1.12E+05,111200,109900,108500,106900,111100,114800,124700,125300,125800,118200,1.15E+05,1.15E+05,115400,1.23E+05,124500,1.26E+05,1.20E+05,117700,114600,112600,113900,118100,115900,115400,114300,117500,1.18E+05,118500,121700,124700,125300,126500,127200,125700,126500,123300,124600,121100,122700,122300,120900,118900,118400,116400,1.16E+05,115700,118900,1.21E+05,121500,123600,121200,1.21E+05,119500,122700,127900,1.32E+05,131700,131300,131500,136200,134700,133600,127200,132600,1.31E+05,134300,135900,140800,138600,,
34683,Waukesha,Wisconsin,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183100,191500,192600,193900,189300,194300,190100,187500,177900,172300,1.62E+05,159600,183400,193300,193900,175100,173900,189500,191100,192600,179100,182600,185700,200500,201400,200300,185800,186300,186400,1.91E+05,192100,195500,193100,193100,1.94E+05,202400,211600,2.09E+05,205600,196100,203600,2.02E+05,204600,2.02E+05,208800,206800,204100,199500,206600,2.00E+05,2.04E+05,194600,201300,205400,210900,213400,211100,203900,207700,201200,
26531,Placentia,California,512,551400,541600,5.09E+05,489600,464400,424400,422300,436100,473400,442800,386400,411400,399300,416500,3.80E+05,418900,442200,424400,417300,397800,429700,442800,467300,4.87E+05,479500,469800,454200,459300,459300,446300,4.56E+05,460800,449100,428200,428600,462600,437100,429200,402100,439700,426300,425800,418500,428200,447400,437400,439200,405200,398500,404200,425600,436700,418300,420700,441800,450900,463700,458900,4.69E+05,463300,468500,490200,486700,488600,4.87E+05,507200,519200,504500,499500,503500,530800,532800,518900,503800,504400,515300,526300,536600,5.35E+05,540300,535100,556100,567900,586200,586300,567200,571600,562300,549400,541400,542500,583900,595700,5.91E+05,566300,565800,574400,604700,619500,628800,618300,604800,6.08E+05,616400,630100,622200,626900,615500,621100,635600,645400,655700,6.39E+05,631800,629200,609600,5.97E+05,599200,6.24E+05,677400
16554,Euless,Texas,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180900,184600,190600,211400,203100,201600,179700,179900,179600,189500,196100,1.93E+05,187700,185100,185700,189100,194400,196500,195800,1.96E+05,219200,231900,238500,220800,201900,196100,194300,197500,190500,200700,215900,230400,231600,
13772,Seminole,Florida,514,181500,174900,190400,190700,193200,162700,153700,144500,156500,154700,159200,160500,162700,169100,164800,166800,157200,148700,133400,130300,139800,143200,143800,145900,1.46E+05,142600,131200,132700,125700,128600,127100,128300,140600,139300,142100,116800,118900,114900,119300,117400,115300,116600,118400,1.23E+05,123700,119600,127300,129200,131600,126600,131400,141300,136100,1.33E+05,123700,127800,134400,141100,147200,141200,139900,141900,141400,139900,133700,139600,141600,140400,138700,1.41E+05,149500,152700,147800,145800,145100,147600,149600,150200,152400,158400,159400,1.61E+05,155200,154200,161600,162200,166300,161500,164600,1.61E+05,166400,169300,177100,171100,168400,177500,180500,183700,179400,186600,192900,193600,185800,182200,198700,208100,211300,1.92E+05,196300,205800,214100,2.15E+05,210500,207900,204900,205600,2.25E+05,225100,220800,211300
9255,San Pablo,California,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267800,271400,274900,273400,2.83E+05,286800,272900,273700,2.70E+05,279100,303400,312700,335400,318800,324400,320700,314800,315200,327200,340200,348500,3.52E+05,352600,3.42E+05,346600,362200,376800,389900,3.79E+05,382700,3.57E+05,351100,347500,357800,371400,370800,378600,3.71E+05,389400,3.97E+05,382600,376800,357900,3.96E+05,403900,425800,426500,4.32E+05
20044,Poway,California,516,520700,521100,481200,447200,416900,434600,420800,440700,396200,413100,410200,428400,416400,418800,435500,430200,427800,434100,446100,430800,431400,426300,425800,429600,459400,474400,456800,4.47E+05,498400,498200,483300,460100,472700,493600,469900,484800,473200,494100,455800,427400,415500,414400,432700,425700,476400,480700,483700,440200,4.21E+05,407200,416100,462300,478100,503600,465600,464600,448600,5.21E+05,513400,525100,521400,535200,5.47E+05,518800,544300,533600,537100,564100,567400,608400,576300,574600,532600,540200,552300,564100,531500,558400,569200,6.02E+05,590100,601600,6.02E+05,610400,593200,595600,550700,541700,533800,571500,576900,578700,589400,586700,589500,577100,597800,595200,596400,597600,605600,588800,582700,599400,622100,627900,638500,649300,651700,695400,692800,687400,644500,660800,680700,706800,700500,709200,723700,744900
30527,Bonita Springs,Florida,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,203100,188400,187500,194300,190900,183300,163900,170300,178800,194900,204300,205900,212800,207500,210200,2.06E+05,2.01E+05,206800,210800,229200,235200,238800,236600,226600,2.29E+05,218600,220900,2.20E+05,216400,222700,217800,230700,231900,242600,246600,268500,265800,2.68E+05,253700,2.58E+05,263500,264900,262700,261300,263100,2.62E+05,261100,260800,2.69E+05,273700,2.71E+05,268800,259400,2.61E+05,268600,277800,276500,262800,2.69E+05,268900,282500,285300,2.91E+05,290200,290600,287700,284300,288400,292500,302400,300100,303900,293800,290600,288200,294100,297300,317400,322100,327300,318500,315100,308300,305400,300600,2.91E+05,2.93E+05,,,,,,
22759,Yukon,Oklahoma,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42E+05,143200,142700,140400,140200,139800,140300,143300,144200,145400,144600,143600,144300,144800,147900,146900,146400,146400,147900,149100,147900,148900,149200,151500,148300,148800,145400,146800,146900,149600,152400,151100,152900,151200,152100,149500,1.50E+05,148900,150300,153400,150800,149500,149900,154600,159100,157400,160300,1.62E+05,168300,166900,164100,147300,139800
10264,Bartlett,Tennessee,519,171500,164500,160900,159200,166200,168600,160200,1.52E+05,145400,151900,158100,160200,158800,152100,1.51E+05,149400,153200,161300,163700,162700,1.55E+05,162200,1.57E+05,163900,159100,158200,154300,152800,151500,148300,142600,142700,135300,136800,144800,153400,1.52E+05,147800,143400,144600,144300,146300,145200,149500,150300,155400,149200,140800,140400,144700,148400,143500,141400,143600,154800,155900,146700,138800,133700,136100,134800,1.38E+05,144100,143900,145200,149600,150100,151100,145800,142500,145500,151500,152700,150400,147900,148500,146100,146900,148800,154200,146700,149700,148400,156800,161800,160600,164300,158600,156900,152300,151900,153300,158700,1.61E+05,1.64E+05,163200,161300,161200,163400,168900,176100,178300,179900,171300,172300,173500,178600,185500,193900,192600,184100,177500,183300,187800,182500,1.75E+05,172600,180600,192100,199600
3425,Apple Valley,Minnesota,520,,,,,,,,,,,,,,,,,,,187600,178900,191700,194300,181800,167100,162900,176300,189300,196400,200500,204900,198600,190800,174800,169400,180600,1.70E+05,170200,174200,1.84E+05,167100,1.50E+05,155500,170800,170900,172800,1.73E+05,165600,162900,158700,175200,182400,193500,181600,180900,1.99E+05,203100,208300,193200,191900,182900,180200,200100,209400,218200,207200,207500,1.99E+05,193800,202400,203600,196300,194800,201600,220200,214600,2.13E+05,210500,2.09E+05,215900,227500,222800,225200,214200,221900,2.19E+05,216400,2.19E+05,210800,209100,211300,222700,225500,2.23E+05,220300,226600,229300,216700,214500,211100,223400,226600,229400,223500,223500,223100,224400,2.22E+05,208600,204100,217500,239700,250400,239600,237600,256900,2.57E+05,271400,263200,269200,263100
6395,Paramount,California,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180100,181700,184900,1.73E+05,184300,193500,191400,201700,213400,210600,221500,216900,229700,2.25E+05,2.29E+05,235200,234700,243800,228500,224700,227800,250500,259100,284100,282400,268800,247200,242500,264400,265200,276300,269300,259400,2.64E+05,258400,266700,295800,299700,3.18E+05,287300,297800,2.87E+05,289600,293700,295900,290300,2.89E+05,299800,302700,313200,2.96E+05,2.96E+05,279800,302300,349600,365500,343700,325800,329500,354800,324800,2.95E+05,289700,305900,3.48E+05,354100
39416,Levittown,Pennsylvania,522,217800,219200,207100,209800,199300,205200,201200,198200,199500,199400,195800,194700,193800,210200,197800,199800,1.91E+05,199100,193200,187100,187500,198200,200100,204100,205600,216800,209500,202200,191300,189700,189600,187400,1.88E+05,189400,192200,198200,197300,197800,190300,187200,173800,172900,166300,173200,171500,176200,182200,180600,169100,172900,171300,179800,162200,159200,156700,1.66E+05,175200,175500,174500,1.74E+05,175300,176400,176100,174600,175400,176400,180900,182800,186400,182600,179700,171800,166800,179600,180100,186700,170800,174600,170400,169200,169400,176500,180600,181500,1.81E+05,180900,180600,179600,182400,179900,181900,184800,186700,188700,180100,184600,189800,201800,193300,194100,193500,201300,200200,198400,195400,206100,208600,224500,214400,224400,210700,212700,203300,210700,210400,213200,215800,224600,225600,
7204,Spring,Texas,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155600,157700,170400,171700,177400,167500,173700,1.71E+05,1.72E+05,1.69E+05,168500,175200,172700,173500,1.68E+05,1.68E+05,168700,172800,173700,173400,172500,172900,175100,173800,176700,1.78E+05,178800,179300,178200,179600,180100,179500,176900,174400,176400,180100,180700,180900,182900,187600,197300,202600,200900,190600,184200
17188,Brookline,Massachusetts,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544500,600800,619500,683700,619200,555600,4.95E+05,517800,577400,592600,596300,596800,628800,633500,671600,682200,643300,652100,651900,697100,717600,7.08E+05,735800,721400,735600,7.22E+05,8.21E+05,840700,864800,753300,740500,728600,727900,732900,7.58E+05,766400,755500,7.70E+05,790500,788600,743800,823500,837800,908800,829600,848800,8.11E+05,848300,839500,875400,841400,840200,859100,807800,7.53E+05,731900,816900,915300,887800,889200,861700,905900,9.54E+05,932400,888800,
28948,Owings Mills,Maryland,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230800,233900,2.23E+05,235200,236800,235700,213900,225400,236100,232700,208600,185600,192800,202600,212200,221800,228600,223500,206700,204200,2.06E+05,214600,210500,208200,232400,242300,243300,224400,214100,215700,220100,231600,236300,232400,218800,222900,220700,224700,224400,221500,227800,226100,232800,257100,249900,249300,241100,251700,250600,236700,224500,225600,234700,246600,239700,218100,213100,212500,220600,211300,238400,228500,2.47E+05,2.34E+05,237500,225100,215100,219300,224600,228800,227200,222500,221800,228500,225200,218900,211300,2.18E+05,2.23E+05,248100,2.56E+05,261200,249600,241600,242200,239400,245900,250600,249800,242600
6229,North Miami,Florida,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95800,89300,9.10E+04,100300,115800,121700,115300,130900,136900,1.45E+05,143900,167600,168400,155100,131600,123100,126300,129500,143600,142100,136200,129500,130900,134100,127800,128300,132100,138800,136300,132200,155100,157100,158200,1.38E+05,142100,146900,153300,156800,155600,1.53E+05,151100,150200,174100,179600,183900,1.58E+05,163100,183400,185600,2.05E+05,195300,206800,186600,187100,185300
25383,Kentwood,Michigan,527,,,,,,,,,,,,,92600,9.00E+04,85800,82900,88300,98100,96400,101400,102400,1.09E+05,114100,107500,110500,103100,108200,1.00E+05,97600,99700,98500,96600,82300,8.80E+04,92800,102100,99100,92900,92800,87100,87500,84600,84200,77700,8.30E+04,91100,104900,100400,103300,98800,123800,118900,119200,89600,91100,88700,100400,102900,110200,110900,110600,114400,1.17E+05,116600,113900,116500,120800,119900,114900,115700,117800,126100,119900,123900,119700,128100,128900,129500,129600,131100,1.30E+05,126500,128400,130900,1.38E+05,136500,137200,135800,139500,1.43E+05,1.41E+05,141800,144800,150800,151700,148800,147700,144500,146400,148200,152200,148900,149400,1.51E+05,160800,161900,164100,164300,1.71E+05,171900,174100,171800,1.68E+05,160400,156500,158600,169500,1.73E+05,176700,175900
41665,West Sacramento,California,528,254800,259200,274600,2.78E+05,2.77E+05,267300,247900,242600,230900,241500,237500,235500,218900,207900,216200,219600,228700,228400,229200,218900,209700,206900,205900,202400,208200,206700,214700,219600,218600,2.20E+05,187400,173900,166400,179900,195100,194500,185600,188100,1.85E+05,202400,188400,178300,158400,1.64E+05,1.63E+05,166900,157500,186100,193300,194700,171700,166800,180500,178100,189200,197800,198500,197800,2.06E+05,209200,218300,222100,241500,239600,237500,239700,252100,249600,243100,241800,254600,2.83E+05,289800,2.85E+05,277700,276800,277700,258800,252200,261800,286100,291100,281400,276800,275200,274700,275400,306700,316600,3.26E+05,309700,307500,302300,299600,301600,295200,305700,311700,328500,335300,334100,333100,322600,328300,330400,341200,337800,3.30E+05,316300,311800,317600,345300,356500,364200,347400,360800,354400,338600,323400,319600
14016,Stratford,Connecticut,529,260100,262200,261400,255100,242300,2.39E+05,236100,231800,233600,244300,275300,268400,255700,232900,232100,2.23E+05,214900,214200,229700,228600,222600,231500,241100,239300,231800,233200,238400,2.38E+05,224100,231500,217600,215900,203700,214800,219100,226200,215200,221500,217700,219100,199100,198300,197300,198100,194800,193700,217300,223600,222700,2.10E+05,195400,195300,189500,1.88E+05,182400,188500,185200,192200,192500,193200,1.98E+05,196600,208900,208800,209500,2.11E+05,2.07E+05,207500,207200,214100,204300,207700,186900,197100,194700,222400,224700,210400,194600,194800,211400,201700,200900,197200,211300,212400,214700,215900,213400,209800,209600,201700,201700,198400,204200,215300,210500,213200,205600,214600,203600,206700,212500,227100,228600,228900,232400,247500,2.43E+05,239400,2.25E+05,226900,224800,227900,224200,227400,2.22E+05,230300,237200,
9662,Oregon City,Oregon,530,308400,293600,290200,277600,2.77E+05,268400,277700,276600,285200,270300,286600,272200,274100,251200,2.47E+05,242300,241500,2.42E+05,249900,243800,253500,246700,2.46E+05,238300,235700,239800,236500,234100,231500,226700,230100,234100,248200,242200,231800,212700,202600,206500,210400,212900,211100,203500,217400,201700,233900,227400,241600,225100,234100,238800,236100,233700,2.35E+05,235900,241100,242500,2.47E+05,242700,241500,238400,238300,243900,2.46E+05,2.51E+05,252300,260100,2.57E+05,261200,255800,250700,256500,269400,288700,282500,276400,271600,270100,268600,268900,277600,285500,287600,281700,274800,272900,276600,289400,292700,298900,300100,309800,309800,312800,308500,317800,323300,331800,335200,338400,343100,347600,348800,352800,350600,355200,361500,365800,370900,365200,3.71E+05,356700,356600,361700,3.70E+05,3.85E+05,380500,384300,380100,386700,394800
4520,Edina,Minnesota,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369500,387200,385200,357300,343600,323700,3.44E+05,380100,3.86E+05,372300,345500,344800,348200,3.40E+05,3.40E+05,3.53E+05,3.71E+05,400700,403500,402200,397800,415100,402700,384200,351400,350400,348600,365900,380200,397200,403700,437700,4.39E+05,439500,406200,393500,395100,402600,408200
14138,Tigard,Oregon,532,309200,285500,278400,2.75E+05,283500,286400,275400,270500,282900,290100,294400,295200,302200,290400,2.64E+05,256400,258800,274200,276500,278600,276300,278600,280600,282300,265400,2.64E+05,262600,262500,249700,236800,247900,248900,257300,248500,250100,2.45E+05,241800,236400,230600,227900,2.25E+05,229600,233600,234900,240100,229700,231900,236600,242700,242900,235100,2.42E+05,246200,250200,2.53E+05,2.57E+05,2.58E+05,268500,279900,276900,275100,275600,285200,283200,276800,278900,277500,277900,285500,279200,281500,281800,288900,288800,280400,286800,296200,298500,309700,309500,3.14E+05,308100,310100,312700,3.13E+05,311300,318100,318900,323100,322200,3.26E+05,329700,333800,335900,335700,338700,349900,358400,362300,363800,367900,345400,3.53E+05,355300,385800,386100,391100,385900,3.86E+05,391200,397100,397600,383800,375900,373100,380100,3.91E+05,402900,4.16E+05,4.25E+05
52547,Hollister,California,533,3.78E+05,376400,359200,336800,313600,303900,307600,289800,282700,268800,264600,2.57E+05,250500,242900,240700,246900,248400,255300,257900,262400,256800,258700,262800,2.72E+05,271400,2.92E+05,295300,297800,276500,268700,264900,272400,270100,270800,264700,267400,256200,249600,249900,252600,254300,247500,248600,256200,246600,246900,239600,246400,238800,240500,249300,255400,259400,257100,262400,268400,273400,287900,290500,310200,322900,340400,347300,359900,376600,385600,369800,368100,354600,381700,388900,3.99E+05,404700,407200,4.18E+05,411200,406800,407800,416600,418600,426100,424200,428400,435400,435100,442800,445300,455600,457400,453600,455700,468600,476200,484500,477600,483100,486900,494400,493300,489800,491700,510300,510800,511500,496600,494600,503100,519800,533600,531500,531800,534300,532200,538700,527800,530300,520800,527200,526400,
46523,Middletown,Connecticut,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71E+05,185500,184400,167600,159800,170900,1.96E+05,197600,185600,1.77E+05,170900,163300,158900,145700,155400,160600,160900,169100,165200,1.69E+05,156100,155400,159400,171200,176500,190600,179300,175700,166600,166400,162700,156100,163500,165700,164200,161400,165700,160500,172200,168500,1.80E+05,168600,175100,171300,170700,168700,170100,167600,171400,181100,198900,186200,167100,
26713,Redford,Michigan,535,,,,,,,,,,,,,,,,,,,,,,3.90E+04,4.20E+04,3.90E+04,37300,34100,35200,34600,36600,45100,44100,40200,32100,32800,33200,30400,29400,28100,27100,26500,26400,32400,32800,3.30E+04,28600,29400,30300,30900,29700,27500,27600,28700,31100,35600,36200,34800,30400,29700,31100,32800,34600,3.70E+04,36800,37400,37600,47500,49300,49400,42500,42800,4.50E+04,47400,47900,47600,46200,48100,50400,5.30E+04,53900,54900,54400,54700,55600,55800,57100,5.70E+04,58100,58300,57100,52300,51400,52500,5.70E+04,57800,57500,57200,57400,58600,60900,61200,62900,7.90E+04,78500,79700,6.50E+04,6.50E+04,66100,66100,69200,72100,73400,73800,7.40E+04,95400,97900,98900,78300,77200,76100,
54111,Revere,Massachusetts,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212500,213300,211400,211700,203600,219600,193900,222400,220800,248200,219800,221500,231800,247700,245900,237800,240700,248400,251600,255200,244100,238700,242400,246100,243100,237200,239600,242900,249100,252800,263200,264300,277400,285100,286500,283600,289200,299400,3.06E+05,301300,298200,294300,288900,343800,3.52E+05,360800,301300,311300,303600,304800,294400,313200,310600,3.09E+05,300600,374500,385700,386500,331500,332800,353500,3.45E+05,343600,321100,326800,341100,354600,
17871,East Hartford,Connecticut,537,174500,170800,156100,152100,153600,164700,165400,169500,172900,1.58E+05,149500,131600,139400,139700,142700,139500,144200,149500,159400,159200,172600,164700,158700,156200,161600,1.67E+05,157600,155400,151900,146600,138600,139500,146300,148400,142200,146900,146200,150700,138800,144500,142700,133300,130700,132200,143500,138900,133700,126200,122800,120200,116500,128400,128500,133800,119900,124700,136100,138900,140500,125700,126800,1.21E+05,124100,136700,141300,140200,133600,129700,146500,1.39E+05,138500,136800,133700,137800,122800,135800,136900,137500,129800,133500,136700,131600,125800,112100,110200,110600,121700,126300,124800,124900,121900,123500,126900,132300,135900,140200,145900,147700,145400,141800,139900,141700,143100,145200,1.41E+05,142100,121700,121900,116600,1.30E+05,126400,132900,1.37E+05,146600,120700,124700,124200,147300,146600,
5201,Homestead,Florida,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117700,117900,117400,115600,122700,131400,134600,127300,124100,128800,128900,125800,125900,138200,145600,147400,141100,139200,140800,150900,159100,165400,161700,165500,167500,1.73E+05,171100,179700,188100,199100,204200,2.10E+05,209900,209800,2.02E+05,1.96E+05,190100,205300,208600,205300,189700,197500,202200,213800,210500
30829,Chantilly,Virginia,539,428900,400100,379700,3.58E+05,362700,349500,364900,355600,3.64E+05,343800,375100,373700,3.76E+05,340600,341500,344500,361600,389700,403700,382500,363700,360300,3.82E+05,386100,400300,412700,416800,401600,394700,376100,390700,403700,433800,424300,425300,420300,422800,403500,413500,395400,445600,398400,401300,346100,347900,3.50E+05,398200,418100,423800,380100,379800,393900,437200,432900,425300,394900,406400,403600,395400,397200,402100,4.10E+05,404300,406600,437100,450900,447600,426500,418200,422800,440300,437700,436300,428700,451500,460100,463200,442400,434200,422800,4.27E+05,438100,488500,485900,479700,415900,427500,429100,4.45E+05,439500,458500,458400,469900,448700,453900,4.62E+05,4.66E+05,475400,452200,445400,426300,444900,456900,478900,477400,479500,474900,4.64E+05,444900,427600,419700,437300,439600,4.54E+05,473200,480600,483300,470800,488500,473700
7153,South Hill,Washington,540,280700,271700,268200,2.61E+05,260200,256200,256200,257800,251400,2.49E+05,250800,251700,258600,246200,242700,236200,238300,236500,230200,2.21E+05,224700,223700,230700,2.31E+05,2.27E+05,224600,221300,2.22E+05,222300,223300,2.19E+05,213200,207200,206400,204200,203800,213800,213200,201600,191600,190100,197600,195100,191300,187300,191100,195700,195500,1.96E+05,196900,199600,198300,195900,197900,193700,192600,193500,198900,203400,213900,225700,2.27E+05,215500,206700,214300,219100,220800,213200,214100,210500,211400,209600,214500,220400,2.27E+05,234400,235600,237700,240200,235700,231700,230500,242900,250200,250900,244500,244300,2.41E+05,243600,243800,247600,249400,250200,251300,253200,254600,257500,257700,260200,262300,271500,274200,275200,271900,275300,278100,280100,286700,290500,293100,291800,298700,304800,3.08E+05,306800,303600,301400,309100,327900,343500
30788,Cathedral City,California,541,279900,265300,246500,226800,215800,212600,208600,201400,188400,182200,175900,174700,167300,158300,150600,149800,148200,146900,148700,150600,153900,155600,1.59E+05,164600,165500,164500,157800,154400,155300,156200,158900,157300,159700,1.59E+05,162600,163900,163600,149400,144800,1.36E+05,142200,134200,138800,133200,130700,133200,136200,141300,138100,145900,1.50E+05,150700,146200,149800,1.57E+05,164300,161800,162700,162900,1.74E+05,181300,190100,192200,195900,193200,194900,193300,200800,205700,208800,2.13E+05,209500,211400,2.13E+05,219100,217300,2.15E+05,213900,222700,225400,225100,226100,228300,249600,249300,2.53E+05,239100,245500,250900,256700,252600,243500,244900,239400,249900,2.45E+05,254300,243500,239100,236900,245300,2.46E+05,249500,252900,251300,255100,248800,259700,251400,2.55E+05,260300,264300,266200,261600,263900,260500,255300,246300,253200,267800
